gene	length	score	occurrences	# sites
TcCLB.504129.30	12	62	10	3
TcCLB.504129.40	142	66	3	7
TcCLB.504133.30	558	56	1	2
TcCLB.504133.45	186	47	4	15
TcCLB.504137.10	696	22	1	4
TcCLB.504137.100	426	62	2	4
TcCLB.504137.110	327	64	5	1
TcCLB.504137.120	108	42	2	4
TcCLB.504137.130	122	42	2	3
TcCLB.504137.140	121	46	1	5
TcCLB.504137.150	582	63	4	6
TcCLB.504137.160	141	2	1	1
TcCLB.504137.20	350	36	1	3
TcCLB.504137.30	947	25	1	3
TcCLB.504137.40	46	71	2	5
TcCLB.504137.50	46	53	34	12
TcCLB.504137.60	277	53	3	2
TcCLB.504137.70	234	24	3	5
TcCLB.504137.80	736	56	3	14
TcCLB.504137.90	298	59	1	3
TcCLB.504143.10	1166	66	6	29
TcCLB.504143.20	10	66	1	1
TcCLB.504147.120	180	81	33	13
TcCLB.504147.130	228	51	1	4
TcCLB.504147.140	160	53	2	4
TcCLB.504147.150	236	56	1	2
TcCLB.504147.160	260	59	3	7
TcCLB.504147.170	76	62	1	2
TcCLB.504147.180	451	42	1	3
TcCLB.504147.190	227	34	1	6
TcCLB.504147.20	88	57	2	6
TcCLB.504147.200	448	61	3	2
TcCLB.504147.210	522	22	2	1
TcCLB.504147.224	56	66	1	3
TcCLB.504147.240	21	56	23	8
TcCLB.504147.250	606	32	1	5
TcCLB.504147.280	217	16	1	3
TcCLB.504147.30	166	51	1	3
TcCLB.504147.320	180	56	1	1
TcCLB.504147.330	392	56	1	3
TcCLB.504147.340	411	62	2	5
TcCLB.504147.40	67	72	4	4
TcCLB.504147.50	191	61	1	2
TcCLB.504147.60	293	62	3	5
TcCLB.504147.70	67	59	17	26
TcCLB.504147.80	78	57	6	7
TcCLB.504147.90	208	41	1	4
TcCLB.504147.99	1041	52	1	11
TcCLB.504149.100	656	49	1	6
TcCLB.504149.110	883	62	2	7
TcCLB.504149.117	640	65	5	5
TcCLB.504149.124	214	46	1	5
TcCLB.504149.130	55	72	2	3
TcCLB.504149.140	545	62	2	7
TcCLB.504149.150	15	63	2	2
TcCLB.504149.160	561	67	2	4
TcCLB.504149.175	219	63	27	19
TcCLB.504149.190	162	45	1	1
TcCLB.504149.210	1646	46	1	1
TcCLB.504149.40	54	70	4	2
TcCLB.504149.50	174	50	1	1
TcCLB.504149.55	75	64	4	4
TcCLB.504149.60	914	56	1	4
TcCLB.504149.80	122	46	1	1
TcCLB.504149.90	89	70	3	2
TcCLB.504151.20	742	44	1	3
TcCLB.504151.30	428	56	1	4
TcCLB.504151.39	178	41	1	1
TcCLB.504151.50	133	52	1	1
TcCLB.504151.69	126	39	1	1
TcCLB.504151.80	320	56	1	3
TcCLB.504153.10	1237	53	1	5
TcCLB.504153.100	66	51	1	4
TcCLB.504153.110	314	63	8	7
TcCLB.504153.120	690	61	6	14
TcCLB.504153.129	83	69	33	12
TcCLB.504153.140	823	59	4	6
TcCLB.504153.150	490	36	1	3
TcCLB.504153.160	196	64	7	8
TcCLB.504153.170	62	46	7	8
TcCLB.504153.180	225	61	1	9
TcCLB.504153.190	119	66	1	2
TcCLB.504153.20	11	46	1	1
TcCLB.504153.200	261	55	2	4
TcCLB.504153.210	33	72	2	4
TcCLB.504153.220	15	65	3	2
TcCLB.504153.230	50	51	1	2
TcCLB.504153.240	452	61	1	15
TcCLB.504153.250	234	48	1	2
TcCLB.504153.260	87	23	8	2
TcCLB.504153.270	420	48	3	1
TcCLB.504153.280	45	65	25	36
TcCLB.504153.290	837	62	2	21
TcCLB.504153.30	874	61	1	2
TcCLB.504153.300	208	56	1	2
TcCLB.504153.310	693	58	3	9
TcCLB.504153.320	378	63	2	12
TcCLB.504153.330	76	56	1	20
TcCLB.504153.340	183	61	1	3
TcCLB.504153.360	13	55	3	18
TcCLB.504153.370	255	56	1	5
TcCLB.504153.70	43	66	1	3
TcCLB.504153.90	71	57	1	1
TcCLB.504159.10	431	22	2	1
TcCLB.504159.100	21	66	1	3
TcCLB.504159.109	149	31	1	1
TcCLB.504159.30	69	66	1	3
TcCLB.504159.40	259	56	1	4
TcCLB.504159.50	453	56	1	7
TcCLB.504159.70	354	6	1	1
TcCLB.504159.80	166	57	1	2
TcCLB.504159.90	231	57	1	2
TcCLB.504163.10	138	67	2	2
TcCLB.504163.100	237	56	1	5
TcCLB.504163.110	492	68	3	3
TcCLB.504163.20	50	48	1	5
TcCLB.504163.30	66	62	5	4
TcCLB.504163.40	383	76	11	9
TcCLB.504163.50	24	66	3	2
TcCLB.504163.60	315	78	12	7
TcCLB.504163.70	151	61	1	6
TcCLB.504163.80	40	66	1	6
TcCLB.504163.90	169	61	4	1
TcCLB.504165.20	350	49	1	2
TcCLB.504167.14	144	56	1	2
TcCLB.504167.20	1080	57	4	10
TcCLB.504167.30	69	57	2	3
TcCLB.504167.40	72	62	1	3
TcCLB.504167.7	89	61	1	1
TcCLB.504171.10	83	41	1	1
TcCLB.504171.20	118	46	1	3
TcCLB.504171.30	69	62	2	10
TcCLB.504171.40	242	51	3	3
TcCLB.504179.100	222	61	1	2
TcCLB.504179.20	441	61	1	5
TcCLB.504179.30	49	66	1	3
TcCLB.504179.40	149	61	2	4
TcCLB.504179.50	69	61	1	1
TcCLB.504179.60	491	56	1	1
TcCLB.504179.69	211	56	1	5
TcCLB.504179.80	127	66	2	2
TcCLB.504179.90	63	45	4	1
TcCLB.504181.10	154	66	19	4
TcCLB.504181.20	190	70	17	12
TcCLB.504181.30	174	67	2	12
TcCLB.504181.40	838	44	3	20
TcCLB.504193.30	232	26	1	1
TcCLB.504193.41	1749	17	1	2
TcCLB.504203.10	50	72	2	11
TcCLB.504203.20	356	36	1	1
TcCLB.504203.29	33	61	1	1
TcCLB.504203.40	305	84	27	15
TcCLB.504203.50	1162	32	1	4
TcCLB.504203.60	448	61	4	3
TcCLB.504213.100	830	43	1	1
TcCLB.504213.110	362	54	2	31
TcCLB.504213.120	72	43	1	4
TcCLB.504213.130	782	55	13	5
TcCLB.504213.20	396	67	3	5
TcCLB.504213.29	273	51	1	3
TcCLB.504213.50	953	56	1	5
TcCLB.504213.60	197	51	1	1
TcCLB.504213.80	241	56	1	5
TcCLB.504213.90	2001	31	1	1
TcCLB.504215.10	103	63	4	2
TcCLB.504215.30	56	61	1	2
TcCLB.504215.40	473	56	4	3
TcCLB.504215.50	154	59	3	1
TcCLB.504225.20	536	31	1	1
TcCLB.504227.5	1160	39	4	1
TcCLB.504229.37	74	51	1	1
TcCLB.504229.44	319	17	1	1
TcCLB.504229.50	627	36	1	2
TcCLB.504239.150	484	41	4	1
TcCLB.504239.161	356	56	1	1
TcCLB.504239.171	387	37	1	1
TcCLB.504239.20	340	61	1	2
TcCLB.504239.290	359	61	1	1
TcCLB.504239.30	367	52	1	1
TcCLB.504241.57	257	33	1	1
TcCLB.504241.80	1852	42	3	2
TcCLB.504241.90	301	35	2	1
TcCLB.504247.20	245	49	3	4
TcCLB.504247.30	509	56	1	1
TcCLB.504247.34	224	61	1	1
TcCLB.504247.40	89	36	1	1
TcCLB.504247.70	426	61	1	2
TcCLB.504255.10	70	41	1	3
TcCLB.504255.20	8	58	6	6
TcCLB.504255.30	857	39	2	4
TcCLB.504255.50	97	58	3	2
TcCLB.504277.11	589	59	4	11
TcCLB.504277.20	360	53	2	1
TcCLB.504341.10	822	21	1	1
TcCLB.504343.10	1099	49	1	1
TcCLB.504343.30	738	61	1	3
TcCLB.504421.19	866	60	5	9
TcCLB.504423.15	919	56	1	12
TcCLB.504423.20	214	56	1	1
TcCLB.504423.30	248	68	176	39
TcCLB.504425.100	195	55	2	4
TcCLB.504425.50	705	51	2	1
TcCLB.504425.60	658	67	2	3
TcCLB.504425.70	19	61	1	3
TcCLB.504425.80	463	59	2	3
TcCLB.504425.90	692	36	1	4
TcCLB.504427.100	39	71	2	5
TcCLB.504427.110	1531	66	2	7
TcCLB.504427.130	144	54	1	1
TcCLB.504427.140	35	45	2	2
TcCLB.504427.190	104	56	1	4
TcCLB.504427.20	362	43	2	2
TcCLB.504427.200	144	54	1	2
TcCLB.504427.240	1402	1	1	1
TcCLB.504427.250	45	55	4	13
TcCLB.504427.260	1660	56	1	11
TcCLB.504427.270	341	56	2	4
TcCLB.504427.280	81	47	1	2
TcCLB.504427.30	370	56	1	7
TcCLB.504427.40	297	61	2	4
TcCLB.504427.50	1072	60	1	6
TcCLB.504427.60	573	57	2	11
TcCLB.504427.64	320	67	3	2
TcCLB.504427.70	47	72	2	3
TcCLB.504427.75	97	49	4	4
TcCLB.504427.80	137	58	1	3
TcCLB.504427.90	89	61	1	2
TcCLB.504429.70	108	62	1	2
TcCLB.504431.100	543	44	12	1
TcCLB.504431.109	528	62	3	9
TcCLB.504431.118	784	65	5	9
TcCLB.504431.20	19	41	1	1
TcCLB.504431.40	490	56	2	3
TcCLB.504431.50	153	60	4	7
TcCLB.504431.64	583	56	3	15
TcCLB.504431.80	421	64	5	4
TcCLB.504431.90	51	63	2	7
TcCLB.504433.14	185	56	1	5
TcCLB.504433.20	50	46	1	1
TcCLB.504449.30	516	54	2	2
TcCLB.504449.40	162	36	1	1
TcCLB.504507.10	68	56	1	1
TcCLB.504507.20	139	36	1	1
TcCLB.504557.60	43	76	9	2
TcCLB.504625.10	74	62	1	2
TcCLB.504625.30	315	53	2	4
TcCLB.504625.40	533	43	1	2
TcCLB.504625.50	847	56	1	7
TcCLB.504625.60	364	51	1	1
TcCLB.504625.70	60	52	1	3
TcCLB.504625.74	44	51	1	2
TcCLB.504625.80	97	56	1	6
TcCLB.504625.90	55	63	1	2
TcCLB.504637.10	997	56	1	1
TcCLB.504643.10	113	69	6	2
TcCLB.504643.20	553	58	4	6
TcCLB.504643.30	30	71	39	11
TcCLB.504643.40	61	66	1	7
TcCLB.504765.15	20	41	1	1
TcCLB.504769.10	406	64	5	1
TcCLB.504769.100	649	56	3	4
TcCLB.504769.150	997	56	1	4
TcCLB.504769.170	234	36	1	2
TcCLB.504769.190	736	51	1	4
TcCLB.504769.20	408	12	2	1
TcCLB.504769.41	1279	61	1	1
TcCLB.504769.5	196	52	1	2
TcCLB.504769.70	272	66	3	7
TcCLB.504769.80	48	48	4	11
TcCLB.504769.89	1496	67	2	6
TcCLB.504835.10	171	25	1	2
TcCLB.504835.20	126	52	3	8
TcCLB.504867.10	212	26	1	1
TcCLB.504867.110	16	16	1	2
TcCLB.504867.120	342	65	2	4
TcCLB.504867.129	349	57	1	5
TcCLB.504867.20	171	67	2	2
TcCLB.504867.30	33	73	4	3
TcCLB.504867.40	95	68	3	3
TcCLB.504867.50	293	56	1	5
TcCLB.504867.70	198	37	3	5
TcCLB.504867.80	323	66	2	5
TcCLB.504867.99	62	61	1	2
TcCLB.504881.20	704	62	2	31
TcCLB.504881.30	306	56	1	3
TcCLB.504881.40	24	60	4	14
TcCLB.504883.10	2340	62	2	14
TcCLB.504883.30	96	56	1	3
TcCLB.504883.40	124	68	2	6
TcCLB.504883.50	208	70	4	1
TcCLB.504883.60	176	14	1	1
TcCLB.504935.10	783	73	11	12
TcCLB.504935.20	133	57	1	3
TcCLB.505007.30	717	33	1	9
TcCLB.505007.39	814	61	6	6
TcCLB.505009.10	502	51	1	2
TcCLB.505009.20	160	56	1	6
TcCLB.505009.40	228	66	5	3
TcCLB.505009.49	550	61	1	15
TcCLB.505025.10	1188	51	1	2
TcCLB.505025.141	791	27	1	1
TcCLB.505025.147	488	16	1	1
TcCLB.505025.20	1061	61	1	1
TcCLB.505025.30	397	46	1	1
TcCLB.505025.60	417	47	1	1
TcCLB.505063.30	311	9	1	1
TcCLB.505073.14	138	56	1	3
TcCLB.505073.20	37	44	1	7
TcCLB.505123.10	167	51	1	3
TcCLB.505123.28	1004	49	1	1
TcCLB.505229.10	1418	16	1	2
TcCLB.505229.20	36	66	1	5
TcCLB.505363.10	667	56	2	8
TcCLB.505363.15	782	27	2	1
TcCLB.505365.20	175	66	2	1
TcCLB.505365.50	2566	66	2	3
TcCLB.505365.60	2702	46	1	1
TcCLB.505365.80	262	56	1	1
TcCLB.505555.20	73	72	7	5
TcCLB.505555.30	34	58	1	1
TcCLB.505555.40	384	57	1	1
TcCLB.505555.50	83	71	2	2
TcCLB.505555.61	435	43	1	1
TcCLB.505683.10	193	55	47	13
TcCLB.505683.5	38	71	76	11
TcCLB.505789.10	603	47	1	3
TcCLB.505807.10	205	31	1	4
TcCLB.505807.110	255	66	2	5
TcCLB.505807.140	255	51	1	10
TcCLB.505807.150	196	54	1	4
TcCLB.505807.160	44	49	2	1
TcCLB.505807.180	149	66	3	8
TcCLB.505807.190	35	68	2	17
TcCLB.505807.20	87	61	2	4
TcCLB.505807.200	25	34	1	1
TcCLB.505807.209	175	65	4	6
TcCLB.505807.220	309	61	1	10
TcCLB.505807.230	83	72	2	3
TcCLB.505807.254	43	61	1	3
TcCLB.505807.270	299	16	1	1
TcCLB.505807.40	89	67	26	7
TcCLB.505807.50	150	54	4	1
TcCLB.505807.54	154	55	2	2
TcCLB.505807.60	847	56	1	10
TcCLB.505807.90	206	61	1	10
TcCLB.505843.10	428	64	31	55
TcCLB.505843.20	426	70	17	21
TcCLB.505843.24	209	66	2	11
TcCLB.505931.10	1552	62	2	5
TcCLB.505931.20	1016	39	1	4
TcCLB.505931.30	518	44	1	2
TcCLB.505931.40	174	61	2	5
TcCLB.505941.10	1042	57	1	2
TcCLB.505941.20	195	56	1	2
TcCLB.505941.30	97	46	1	2
TcCLB.505941.40	183	46	1	3
TcCLB.505943.10	413	67	2	5
TcCLB.505943.110	614	56	1	2
TcCLB.505943.20	122	36	1	2
TcCLB.505943.30	112	64	3	2
TcCLB.505943.50	57	61	1	3
TcCLB.505943.95	295	43	2	1
TcCLB.505945.10	610	52	1	17
TcCLB.505945.20	648	39	2	7
TcCLB.505945.30	1066	56	1	6
TcCLB.505945.50	100	60	2	5
TcCLB.505945.60	513	56	1	1
TcCLB.505945.80	29	68	3	6
TcCLB.505965.10	526	46	1	2
TcCLB.505965.20	246	46	3	3
TcCLB.505965.30	187	56	1	1
TcCLB.505965.50	214	48	1	3
TcCLB.505965.60	510	56	1	2
TcCLB.505965.70	57	46	1	1
TcCLB.505965.80	196	68	2	3
TcCLB.505965.86	154	57	1	2
TcCLB.505977.26	166	81	22	16
TcCLB.505977.40	350	64	8	2
TcCLB.505983.20	829	74	18	55
TcCLB.505983.30	54	43	1	2
TcCLB.505983.40	81	56	1	4
TcCLB.505987.20	348	61	2	6
TcCLB.505987.50	233	41	1	9
TcCLB.505987.60	222	41	1	2
TcCLB.505987.70	114	43	4	3
TcCLB.505989.100	168	54	2	3
TcCLB.505989.110	419	70	7	35
TcCLB.505989.74	49	49	1	2
TcCLB.505989.82	213	51	2	1
TcCLB.505989.90	59	46	1	1
TcCLB.506021.10	934	51	1	4
TcCLB.506025.10	23	19	7	1
TcCLB.506025.14	144	56	17	11
TcCLB.506025.20	256	51	1	3
TcCLB.506025.30	110	63	2	3
TcCLB.506025.40	396	51	1	8
TcCLB.506025.50	870	70	11	14
TcCLB.506025.60	744	62	2	35
TcCLB.506025.70	263	51	1	1
TcCLB.506047.10	141	51	1	2
TcCLB.506047.16	1177	39	1	1
TcCLB.506047.20	348	33	1	3
TcCLB.506107.20	316	16	1	1
TcCLB.506113.10	546	46	6	2
TcCLB.506113.40	171	59	2	2
TcCLB.506113.55	1794	56	1	1
TcCLB.506113.60	603	66	2	6
TcCLB.506125.20	857	63	3	5
TcCLB.506125.30	11	43	1	2
TcCLB.506127.100	199	51	1	2
TcCLB.506127.110	687	72	15	6
TcCLB.506127.120	60	61	1	1
TcCLB.506127.130	409	56	1	6
TcCLB.506127.140	97	66	1	3
TcCLB.506127.150	278	66	2	5
TcCLB.506127.160	432	48	1	4
TcCLB.506127.170	35	57	1	17
TcCLB.506127.20	852	56	1	7
TcCLB.506127.30	399	62	2	6
TcCLB.506127.40	206	46	1	2
TcCLB.506127.50	1841	64	2	4
TcCLB.506127.80	53	51	1	1
TcCLB.506127.90	193	46	1	3
TcCLB.506129.10	654	56	1	1
TcCLB.506129.30	973	56	1	2
TcCLB.506129.50	1691	16	1	3
TcCLB.506129.60	359	61	2	4
TcCLB.506129.89	623	72	8	25
TcCLB.506135.100	146	51	1	1
TcCLB.506135.110	652	61	1	9
TcCLB.506135.20	35	56	1	4
TcCLB.506135.40	491	67	2	11
TcCLB.506135.50	170	39	1	2
TcCLB.506135.70	254	49	1	3
TcCLB.506135.80	1027	61	2	4
TcCLB.506135.90	150	62	2	2
TcCLB.506147.100	497	67	2	5
TcCLB.506147.110	638	51	1	3
TcCLB.506147.120	226	57	3	6
TcCLB.506147.140	261	56	1	2
TcCLB.506147.150	376	55	2	3
TcCLB.506147.160	165	31	1	1
TcCLB.506147.170	495	40	1	3
TcCLB.506147.180	258	56	1	6
TcCLB.506147.184	109	56	1	4
TcCLB.506147.190	130	88	25	6
TcCLB.506147.20	971	41	1	3
TcCLB.506147.200	385	48	1	1
TcCLB.506147.210	175	46	1	3
TcCLB.506147.220	175	63	3	4
TcCLB.506147.30	298	61	1	3
TcCLB.506147.40	522	66	2	4
TcCLB.506147.50	1178	56	1	4
TcCLB.506147.60	206	57	5	3
TcCLB.506147.70	461	61	1	10
TcCLB.506147.80	707	48	3	10
TcCLB.506147.9	452	78	13	18
TcCLB.506163.20	246	36	1	3
TcCLB.506163.30	137	66	3	2
TcCLB.506163.35	206	52	1	1
TcCLB.506163.40	183	57	4	1
TcCLB.506163.50	328	64	6	11
TcCLB.506163.60	84	66	1	4
TcCLB.506163.70	25	63	7	10
TcCLB.506163.80	134	48	3	3
TcCLB.506165.10	197	52	1	7
TcCLB.506165.16	80	63	10	5
TcCLB.506167.20	289	33	2	3
TcCLB.506167.30	114	61	4	2
TcCLB.506167.40	342	56	2	2
TcCLB.506167.50	1253	67	2	23
TcCLB.506179.10	948	61	1	1
TcCLB.506179.20	953	60	2	4
TcCLB.506179.30	41	48	1	3
TcCLB.506179.40	179	47	1	1
TcCLB.506179.5	1151	64	3	8
TcCLB.506179.50	165	63	2	3
TcCLB.506181.10	711	66	2	3
TcCLB.506181.104	700	62	3	4
TcCLB.506181.110	115	47	1	2
TcCLB.506181.130	292	61	1	4
TcCLB.506181.140	108	61	1	1
TcCLB.506181.20	187	36	1	2
TcCLB.506181.30	42	56	1	7
TcCLB.506181.40	194	33	1	1
TcCLB.506181.50	337	65	19	8
TcCLB.506181.59	291	71	13	6
TcCLB.506181.70	266	37	8	5
TcCLB.506181.80	5	56	1	1
TcCLB.506181.90	113	61	1	1
TcCLB.506183.15	1624	56	1	2
TcCLB.506183.20	2098	19	3	1
TcCLB.506183.40	2207	36	1	2
TcCLB.506183.90	2693	16	1	1
TcCLB.506203.10	527	72	12	12
TcCLB.506203.100	134	74	11	2
TcCLB.506203.110	78	66	1	2
TcCLB.506203.120	338	26	1	1
TcCLB.506203.20	296	61	2	5
TcCLB.506203.25	48	56	7	2
TcCLB.506203.30	383	64	3	8
TcCLB.506203.40	173	46	1	2
TcCLB.506203.50	475	37	1	1
TcCLB.506203.60	33	53	2	13
TcCLB.506203.70	76	71	2	4
TcCLB.506203.80	501	50	1	4
TcCLB.506205.20	156	70	32	13
TcCLB.506205.30	35	62	3	2
TcCLB.506205.40	536	56	1	3
TcCLB.506207.10	149	68	5	2
TcCLB.506207.20	207	57	1	1
TcCLB.506207.30	118	56	1	5
TcCLB.506207.40	285	61	2	9
TcCLB.506207.50	131	51	1	2
TcCLB.506211.10	63	34	1	1
TcCLB.506211.100	290	42	1	1
TcCLB.506211.107	1044	61	1	1
TcCLB.506211.114	1302	65	6	15
TcCLB.506211.120	766	12	1	2
TcCLB.506211.130	44	50	2	2
TcCLB.506211.140	237	61	1	1
TcCLB.506211.150	60	52	11	1
TcCLB.506211.160	494	66	30	15
TcCLB.506211.170	372	61	1	23
TcCLB.506211.180	319	66	3	5
TcCLB.506211.190	235	58	2	2
TcCLB.506211.20	398	57	2	7
TcCLB.506211.200	514	69	8	20
TcCLB.506211.210	195	39	1	2
TcCLB.506211.220	821	30	1	2
TcCLB.506211.230	190	44	2	5
TcCLB.506211.240	279	58	3	16
TcCLB.506211.250	336	57	4	9
TcCLB.506211.30	527	46	1	7
TcCLB.506211.40	603	67	3	11
TcCLB.506211.50	1022	56	1	8
TcCLB.506211.60	270	43	2	17
TcCLB.506211.70	613	46	1	24
TcCLB.506211.80	282	32	1	4
TcCLB.506213.10	142	61	1	3
TcCLB.506213.100	179	14	1	1
TcCLB.506213.110	219	66	6	3
TcCLB.506213.120	1754	45	19	18
TcCLB.506213.20	36	69	29	3
TcCLB.506213.30	41	47	1	1
TcCLB.506213.40	232	41	1	1
TcCLB.506213.50	257	89	62	16
TcCLB.506213.60	77	86	33	9
TcCLB.506213.70	278	58	2	7
TcCLB.506213.80	59	90	34	7
TcCLB.506221.100	47	54	4	4
TcCLB.506221.110	344	54	1	3
TcCLB.506221.120	338	51	1	3
TcCLB.506221.30	1446	62	3	13
TcCLB.506221.40	120	48	1	1
TcCLB.506221.50	154	59	2	4
TcCLB.506221.60	705	45	6	4
TcCLB.506221.70	608	65	2	8
TcCLB.506221.80	137	68	3	3
TcCLB.506221.90	100	67	2	2
TcCLB.506223.10	221	61	2	1
TcCLB.506223.100	69	52	2	3
TcCLB.506223.110	66	72	3	4
TcCLB.506223.120	138	46	1	1
TcCLB.506223.130	97	67	2	1
TcCLB.506223.20	458	31	1	1
TcCLB.506223.30	191	51	1	3
TcCLB.506223.40	611	47	1	1
TcCLB.506223.50	229	53	1	3
TcCLB.506223.60	250	57	1	3
TcCLB.506223.70	88	44	1	4
TcCLB.506223.80	446	60	1	3
TcCLB.506223.84	167	61	1	2
TcCLB.506223.90	142	65	4	3
TcCLB.506227.10	376	48	2	9
TcCLB.506227.110	178	61	1	1
TcCLB.506227.120	31	62	1	2
TcCLB.506227.150	2004	61	4	22
TcCLB.506227.160	38	66	1	4
TcCLB.506227.170	87	53	2	2
TcCLB.506227.180	224	61	1	2
TcCLB.506227.190	96	60	2	2
TcCLB.506227.20	282	62	44	3
TcCLB.506227.200	219	56	1	1
TcCLB.506227.210	63	66	1	2
TcCLB.506227.220	154	50	6	4
TcCLB.506227.230	148	36	1	2
TcCLB.506227.240	200	46	1	1
TcCLB.506227.250	392	57	2	9
TcCLB.506227.30	212	51	1	2
TcCLB.506227.40	268	62	2	8
TcCLB.506227.50	94	46	1	1
TcCLB.506227.80	98	58	3	4
TcCLB.506227.90	223	51	1	1
TcCLB.506239.10	45	53	60	11
TcCLB.506239.20	518	61	1	8
TcCLB.506239.30	223	57	18	10
TcCLB.506239.40	1089	61	1	8
TcCLB.506239.50	659	56	1	9
TcCLB.506239.60	104	53	1	4
TcCLB.506243.50	153	46	1	1
TcCLB.506243.77	897	61	1	4
TcCLB.506243.94	248	19	1	1
TcCLB.506249.10	16	51	1	2
TcCLB.506249.20	334	59	2	1
TcCLB.506249.30	134	37	6	3
TcCLB.506249.40	25	36	2	1
TcCLB.506249.50	193	61	1	2
TcCLB.506249.60	233	61	2	10
TcCLB.506249.70	871	7	1	1
TcCLB.506251.10	256	67	2	1
TcCLB.506251.100	266	3	1	1
TcCLB.506251.110	28	55	7	7
TcCLB.506251.120	58	66	1	2
TcCLB.506251.20	67	57	4	1
TcCLB.506251.30	195	59	3	7
TcCLB.506251.40	35	39	1	1
TcCLB.506251.50	185	45	1	20
TcCLB.506251.70	1787	54	7	14
TcCLB.506265.10	312	61	1	1
TcCLB.506265.100	36	58	11	3
TcCLB.506265.110	129	46	1	1
TcCLB.506265.114	745	56	1	6
TcCLB.506265.120	234	57	1	8
TcCLB.506265.130	442	77	28	24
TcCLB.506265.140	172	42	2	1
TcCLB.506265.150	84	57	1	2
TcCLB.506265.180	120	46	1	3
TcCLB.506265.20	17	40	3	4
TcCLB.506265.30	230	31	1	2
TcCLB.506265.45	575	56	1	1
TcCLB.506265.50	204	61	1	3
TcCLB.506265.60	238	47	1	6
TcCLB.506265.70	788	37	1	3
TcCLB.506265.80	57	56	1	2
TcCLB.506265.90	74	51	1	4
TcCLB.506267.30	382	41	1	1
TcCLB.506267.60	409	43	2	1
TcCLB.506267.70	372	52	2	1
TcCLB.506267.80	1453	37	1	7
TcCLB.506269.45	534	36	1	1
TcCLB.506269.90	359	63	3	2
TcCLB.506285.120	304	27	1	1
TcCLB.506285.40	1045	61	1	1
TcCLB.506285.50	268	63	2	3
TcCLB.506287.100	778	56	1	8
TcCLB.506287.120	49	55	6	6
TcCLB.506287.130	39	62	1	2
TcCLB.506287.140	370	61	1	21
TcCLB.506287.150	188	61	2	5
TcCLB.506287.170	433	31	1	1
TcCLB.506287.180	308	61	1	2
TcCLB.506287.20	436	40	1	2
TcCLB.506287.200	693	47	3	6
TcCLB.506287.209	695	58	2	13
TcCLB.506287.80	667	28	1	1
TcCLB.506287.90	288	56	1	1
TcCLB.506289.110	1543	21	4	3
TcCLB.506289.120	1120	53	1	3
TcCLB.506289.140	1062	56	1	1
TcCLB.506289.150	363	52	1	2
TcCLB.506289.160	742	67	2	2
TcCLB.506289.180	354	61	1	2
TcCLB.506289.20	135	61	1	5
TcCLB.506289.230	1117	61	1	3
TcCLB.506289.30	91	73	4	3
TcCLB.506289.40	1221	46	21	11
TcCLB.506289.50	410	55	2	8
TcCLB.506289.60	14	72	6	4
TcCLB.506289.70	74	53	3	6
TcCLB.506289.74	316	47	2	1
TcCLB.506289.80	1251	59	2	14
TcCLB.506289.94	453	39	2	1
TcCLB.506291.20	604	46	1	1
TcCLB.506291.31	114	36	1	1
TcCLB.506311.20	272	56	1	9
TcCLB.506341.10	337	69	14	3
TcCLB.506341.20	214	52	1	2
TcCLB.506341.30	353	41	1	1
TcCLB.506343.10	72	66	1	6
TcCLB.506343.20	2065	61	1	3
TcCLB.506343.30	243	56	1	2
TcCLB.506343.41	1522	61	1	2
TcCLB.506345.100	376	51	1	4
TcCLB.506345.30	218	20	1	1
TcCLB.506345.40	972	47	1	1
TcCLB.506351.20	502	55	2	5
TcCLB.506351.30	278	36	1	2
TcCLB.506351.35	137	61	1	3
TcCLB.506351.40	46	69	3	1
TcCLB.506351.50	15	49	6	5
TcCLB.506351.60	111	65	1	2
TcCLB.506351.70	345	61	5	2
TcCLB.506351.80	109	67	2	4
TcCLB.506357.10	1224	51	1	1
TcCLB.506357.100	192	64	3	5
TcCLB.506357.110	81	66	1	2
TcCLB.506357.120	330	36	1	1
TcCLB.506357.130	212	54	2	4
TcCLB.506357.140	118	41	1	3
TcCLB.506357.150	288	47	1	3
TcCLB.506357.170	274	61	1	3
TcCLB.506357.190	582	47	2	3
TcCLB.506357.20	17	72	3	1
TcCLB.506357.29	285	59	2	3
TcCLB.506357.40	1307	62	2	27
TcCLB.506357.50	16	60	15	6
TcCLB.506357.60	451	60	2	3
TcCLB.506357.69	83	68	2	1
TcCLB.506357.80	664	61	1	6
TcCLB.506357.90	51	67	2	4
TcCLB.506359.10	1888	31	1	2
TcCLB.506359.30	595	53	3	2
TcCLB.506359.40	228	61	1	4
TcCLB.506359.50	140	42	1	1
TcCLB.506359.70	513	39	1	2
TcCLB.506359.80	341	51	1	2
TcCLB.506359.90	57	60	19	5
TcCLB.506363.10	114	62	2	1
TcCLB.506363.100	60	75	8	4
TcCLB.506363.110	35	65	2	3
TcCLB.506363.120	28	61	5	3
TcCLB.506363.130	75	57	1	2
TcCLB.506363.140	187	56	1	5
TcCLB.506363.150	55	61	1	2
TcCLB.506363.40	314	45	1	1
TcCLB.506363.50	24	36	1	1
TcCLB.506363.60	48	61	1	2
TcCLB.506363.80	517	59	2	3
TcCLB.506363.90	507	63	2	5
TcCLB.506367.100	89	66	1	3
TcCLB.506367.120	132	53	1	2
